Time[s],Displacement longi[mm],Force[kN],N/A,N/A,N/A,Thickness[mm],OuterWidth[mm],N/A
208.5,0.78334,2.5337,0,0,0,0,0,
209,0.78617,2.5354,0,0,0,0,0,
209.5,0.78863,2.5364,0,0,0,0,0,
210,0.79141,2.5371,0,0,0,0,0,
210.5,0.79395,2.5385,0,0,0,0,0,
211,0.7966,2.5394,0,0,0,0,0,
211.5,0.79963,2.5401,0,0,0,0,0,
212,0.80181,2.541,0,0,0,0,0,
212.5,0.80489,2.544,0,0,0,0,0,
213,0.80832,2.5465,0,0,0,0,0,
213.5,0.8112,2.5494,0,0,0,0,0,
214,0.81447,2.5502,0,0,0,0,0,
214.5,0.81693,2.5504,0,0,0,0,0,
215,0.81982,2.5512,0,0,0,0,0,
215.5,0.82257,2.5539,0,0,0,0,0,
216,0.82526,2.5575,0,0,0,0,0,
216.5,0.82814,2.5604,0,0,0,0,0,
217,0.8308,2.5614,0,0,0,0,0,
217.5,0.83342,2.5619,0,0,0,0,0,
218,0.83582,2.5641,0,0,0,0,0,
218.5,0.83895,2.566,0,0,0,0,0,
219,0.84206,2.5664,0,0,0,0,0,
219.5,0.84541,2.5659,0,0,0,0,0,
220,0.84838,2.5664,0,0,0,0,0,
220.5,0.85108,2.5683,0,0,0,0,0,
221,0.85416,2.572,0,0,0,0,0,
221.5,0.85692,2.5739,0,0,0,0,0,
222,0.85924,2.5746,0,0,0,0,0,
222.5,0.86201,2.5762,0,0,0,0,0,
223,0.86484,2.5791,0,0,0,0,0,
223.5,0.86753,2.5801,0,0,0,0,0,
224,0.87049,2.5808,0,0,0,0,0,
224.5,0.87353,2.5825,0,0,0,0,0,
225,0.8764,2.5837,0,0,0,0,0,
225.5,0.8793,2.5838,0,0,0,0,0,
226,0.88238,2.5841,0,0,0,0,0,
226.5,0.88548,2.5853,0,0,0,0,0,
227,0.88834,2.5866,0,0,0,0,0,
227.5,0.89088,2.5888,0,0,0,0,0,
228,0.89396,2.5912,0,0,0,0,0,
228.5,0.89659,2.5925,0,0,0,0,0,
229,0.89939,2.5929,0,0,0,0,0,
229.5,0.90221,2.594,0,0,0,0,0,
230,0.90495,2.5947,0,0,0,0,0,
230.5,0.90816,2.595,0,0,0,0,0,
231,0.91092,2.5965,0,0,0,0,0,
231.5,0.91402,2.5999,0,0,0,0,0,
232,0.91703,2.6017,0,0,0,0,0,
232.5,0.9203,2.6033,0,0,0,0,0,
233,0.923,2.6045,0,0,0,0,0,
233.5,0.92629,2.6058,0,0,0,0,0,
234,0.92871,2.6073,0,0,0,0,0,
234.5,0.93116,2.6094,0,0,0,0,0,
235,0.93398,2.6108,0,0,0,0,0,
235.5,0.93657,2.6126,0,0,0,0,0,
236,0.93936,2.6132,0,0,0,0,0,
236.5,0.94248,2.6133,0,0,0,0,0,
237,0.94534,2.6144,0,0,0,0,0,
237.5,0.94852,2.6166,0,0,0,0,0,
238,0.95155,2.6167,0,0,0,0,0,
238.5,0.95449,2.6177,0,0,0,0,0,
239,0.95734,2.619,0,0,0,0,0,
239.5,0.96048,2.6194,0,0,0,0,0,
240,0.96302,2.6198,0,0,0,0,0,
240.5,0.96592,2.6216,0,0,0,0,0,
241,0.96869,2.6229,0,0,0,0,0,
241.5,0.97148,2.6238,0,0,0,0,0,
242,0.97403,2.6248,0,0,0,0,0,
242.5,0.97695,2.6266,0,0,0,0,0,
243,0.97969,2.6287,0,0,0,0,0,
243.5,0.98313,2.6301,0,0,0,0,0,
244,0.98615,2.6305,0,0,0,0,0,
244.5,0.98911,2.6325,0,0,0,0,0,
245,0.99191,2.6345,0,0,0,0,0,
245.5,0.99521,2.6356,0,0,0,0,0,
246,0.99768,2.6357,0,0,0,0,0,
246.5,1.0003,2.6367,0,0,0,0,0,
247,1.0028,2.6373,0,0,0,0,0,
247.5,1.0057,2.6399,0,0,0,0,0,
248,1.0086,2.642,0,0,0,0,0,
248.5,1.0109,2.6428,0,0,0,0,0,
249,1.0141,2.6424,0,0,0,0,0,
249.5,1.0172,2.6438,0,0,0,0,0,
250,1.0206,2.6449,0,0,0,0,0,
250.5,1.0233,2.6459,0,0,0,0,0,
251,1.0264,2.647,0,0,0,0,0,
251.5,1.0292,2.6488,0,0,0,0,0,
252,1.0317,2.6505,0,0,0,0,0,
252.5,1.0347,2.6518,0,0,0,0,0,
253,1.037,2.6524,0,0,0,0,0,
253.5,1.04,2.6531,0,0,0,0,0,
254,1.0429,2.6553,0,0,0,0,0,
254.5,1.0458,2.6577,0,0,0,0,0,
255,1.0484,2.6589,0,0,0,0,0,
255.5,1.0516,2.6594,0,0,0,0,0,
256,1.0549,2.66,0,0,0,0,0,
256.5,1.0578,2.6603,0,0,0,0,0,
257,1.0605,2.6616,0,0,0,0,0,
257.5,1.0637,2.6631,0,0,0,0,0,
258,1.0665,2.6647,0,0,0,0,0,
258.5,1.0694,2.6668,0,0,0,0,0,
259,1.0725,2.6682,0,0,0,0,0,
259.5,1.0751,2.6692,0,0,0,0,0,
260,1.0777,2.6716,0,0,0,0,0,
260.5,1.0805,2.6722,0,0,0,0,0,
261,1.0833,2.6716,0,0,0,0,0,
261.5,1.0864,2.6727,0,0,0,0,0,
262,1.0895,2.6789,0,0,0,0,0,
262.5,1.0928,2.6823,0,0,0,0,0,
263,1.0957,2.6827,0,0,0,0,0,
263.5,1.0988,2.682,0,0,0,0,0,
264,1.1014,2.683,0,0,0,0,0,
264.5,1.1039,2.6829,0,0,0,0,0,
265,1.1069,2.6831,0,0,0,0,0,
265.5,1.1096,2.6848,0,0,0,0,0,
266,1.1125,2.6861,0,0,0,0,0,
266.5,1.1153,2.6867,0,0,0,0,0,
267,1.1182,2.6858,0,0,0,0,0,
267.5,1.1215,2.6863,0,0,0,0,0,
268,1.1243,2.6884,0,0,0,0,0,
268.5,1.1273,2.6919,0,0,0,0,0,
269,1.1302,2.6931,0,0,0,0,0,
269.5,1.1334,2.6929,0,0,0,0,0,
270,1.1363,2.6931,0,0,0,0,0,
270.5,1.1393,2.6943,0,0,0,0,0,
271,1.142,2.695,0,0,0,0,0,
271.5,1.1447,2.6961,0,0,0,0,0,
272,1.1473,2.6991,0,0,0,0,0,
272.5,1.1502,2.702,0,0,0,0,0,
273,1.1535,2.7023,0,0,0,0,0,
273.5,1.1568,2.7019,0,0,0,0,0,
274,1.1601,2.7019,0,0,0,0,0,
274.5,1.1628,2.7035,0,0,0,0,0,
275,1.1659,2.705,0,0,0,0,0,
275.5,1.1691,2.7063,0,0,0,0,0,
276,1.1721,2.7082,0,0,0,0,0,
276.5,1.175,2.7132,0,0,0,0,0,
277,1.177,2.7151,0,0,0,0,0,
277.5,1.1805,2.7137,0,0,0,0,0,
278,1.1831,2.7125,0,0,0,0,0,
278.5,1.186,2.7149,0,0,0,0,0,
279,1.1892,2.7158,0,0,0,0,0,
279.5,1.1925,2.7171,0,0,0,0,0,
280,1.1957,2.7182,0,0,0,0,0,
280.5,1.1984,2.7189,0,0,0,0,0,
281,1.2015,2.7182,0,0,0,0,0,
281.5,1.2047,2.7185,0,0,0,0,0,
282,1.2075,2.7201,0,0,0,0,0,
282.5,1.2106,2.7222,0,0,0,0,0,
283,1.213,2.7229,0,0,0,0,0,
283.5,1.216,2.7242,0,0,0,0,0,
284,1.2188,2.7254,0,0,0,0,0,
284.5,1.2216,2.7266,0,0,0,0,0,
285,1.2246,2.7273,0,0,0,0,0,
285.5,1.2273,2.7286,0,0,0,0,0,
286,1.2305,2.729,0,0,0,0,0,
286.5,1.2341,2.7296,0,0,0,0,0,
287,1.2372,2.7306,0,0,0,0,0,
287.5,1.2398,2.732,0,0,0,0,0,
288,1.2431,2.7339,0,0,0,0,0,
288.5,1.2456,2.7357,0,0,0,0,0,
289,1.2484,2.7376,0,0,0,0,0,
289.5,1.2512,2.7385,0,0,0,0,0,
290,1.2544,2.7386,0,0,0,0,0,
290.5,1.2572,2.7394,0,0,0,0,0,
291,1.2602,2.7397,0,0,0,0,0,
291.5,1.2633,2.7404,0,0,0,0,0,
292,1.2663,2.7412,0,0,0,0,0,
292.5,1.2692,2.7433,0,0,0,0,0,
293,1.2724,2.7443,0,0,0,0,0,
293.5,1.2755,2.7446,0,0,0,0,0,
294,1.2783,2.745,0,0,0,0,0,
294.5,1.2811,2.745,0,0,0,0,0,
295,1.2841,2.7443,0,0,0,0,0,
295.5,1.2868,2.745,0,0,0,0,0,
296,1.2895,2.7464,0,0,0,0,0,
296.5,1.2921,2.748,0,0,0,0,0,
297,1.2955,2.7501,0,0,0,0,0,
297.5,1.2984,2.7528,0,0,0,0,0,
298,1.3016,2.7544,0,0,0,0,0,
298.5,1.305,2.7555,0,0,0,0,0,
299,1.3084,2.757,0,0,0,0,0,
299.5,1.3112,2.7576,0,0,0,0,0,
300,1.314,2.7585,0,0,0,0,0,
300.5,1.317,2.7604,0,0,0,0,0,
301,1.3197,2.7618,0,0,0,0,0,
301.5,1.3224,2.7621,0,0,0,0,0,
302,1.3256,2.7619,0,0,0,0,0,
302.5,1.3283,2.7625,0,0,0,0,0,
303,1.3314,2.7634,0,0,0,0,0,
303.5,1.3343,2.7657,0,0,0,0,0,
304,1.3376,2.7665,0,0,0,0,0,
304.5,1.3412,2.7665,0,0,0,0,0,
305,1.3443,2.7679,0,0,0,0,0,
305.5,1.3472,2.7717,0,0,0,0,0,
306,1.3499,2.7715,0,0,0,0,0,
306.5,1.3529,2.7703,0,0,0,0,0,
307,1.3554,2.7709,0,0,0,0,0,
307.5,1.3585,2.774,0,0,0,0,0,
308,1.3615,2.7759,0,0,0,0,0,
308.5,1.3645,2.7781,0,0,0,0,0,
309,1.3673,2.7793,0,0,0,0,0,
309.5,1.3703,2.7791,0,0,0,0,0,
310,1.3738,2.7791,0,0,0,0,0,
310.5,1.3771,2.7804,0,0,0,0,0,
311,1.3801,2.7817,0,0,0,0,0,
311.5,1.3831,2.7825,0,0,0,0,0,
312,1.3859,2.7838,0,0,0,0,0,
312.5,1.3889,2.7847,0,0,0,0,0,
313,1.3917,2.7847,0,0,0,0,0,
313.5,1.3945,2.785,0,0,0,0,0,
314,1.3975,2.7863,0,0,0,0,0,
314.5,1.4003,2.7871,0,0,0,0,0,
315,1.4034,2.7882,0,0,0,0,0,
315.5,1.4066,2.79,0,0,0,0,0,
316,1.4098,2.7916,0,0,0,0,0,
316.5,1.4131,2.7923,0,0,0,0,0,
317,1.4161,2.7924,0,0,0,0,0,
317.5,1.4192,2.7935,0,0,0,0,0,
318,1.4222,2.7954,0,0,0,0,0,
318.5,1.4251,2.797,0,0,0,0,0,
319,1.428,2.7976,0,0,0,0,0,
319.5,1.4306,2.7978,0,0,0,0,0,
320,1.4335,2.7982,0,0,0,0,0,
320.5,1.4363,2.7996,0,0,0,0,0,
321,1.4393,2.8012,0,0,0,0,0,
321.5,1.4423,2.8011,0,0,0,0,0,
322,1.4454,2.8007,0,0,0,0,0,
322.5,1.4489,2.8025,0,0,0,0,0,
323,1.4517,2.8036,0,0,0,0,0,
323.5,1.4543,2.8042,0,0,0,0,0,
324,1.4578,2.8051,0,0,0,0,0,
324.5,1.4606,2.8063,0,0,0,0,0,
325,1.4639,2.8073,0,0,0,0,0,
325.5,1.4664,2.8084,0,0,0,0,0,
326,1.469,2.8092,0,0,0,0,0,
326.5,1.4719,2.8108,0,0,0,0,0,
327,1.4752,2.8135,0,0,0,0,0,
327.5,1.4784,2.8147,0,0,0,0,0,
328,1.4815,2.8136,0,0,0,0,0,
328.5,1.4849,2.8138,0,0,0,0,0,
329,1.4876,2.8146,0,0,0,0,0,
329.5,1.4908,2.817,0,0,0,0,0,
330,1.4932,2.8177,0,0,0,0,0,
330.5,1.4965,2.8192,0,0,0,0,0,
331,1.4996,2.8204,0,0,0,0,0,
331.5,1.502,2.8211,0,0,0,0,0,
332,1.5048,2.8208,0,0,0,0,0,
332.5,1.508,2.8222,0,0,0,0,0,
333,1.5111,2.825,0,0,0,0,0,
333.5,1.5139,2.8275,0,0,0,0,0,
334,1.5173,2.828,0,0,0,0,0,
334.5,1.5203,2.8274,0,0,0,0,0,
335,1.5238,2.828,0,0,0,0,0,
335.5,1.5269,2.829,0,0,0,0,0,
336,1.53,2.8294,0,0,0,0,0,
336.5,1.5327,2.8304,0,0,0,0,0,
337,1.5354,2.8323,0,0,0,0,0,
337.5,1.538,2.8343,0,0,0,0,0,
338,1.5411,2.8347,0,0,0,0,0,
338.5,1.5443,2.8346,0,0,0,0,0,
339,1.5469,2.8345,0,0,0,0,0,
339.5,1.5501,2.8357,0,0,0,0,0,
340,1.5535,2.8373,0,0,0,0,0,
340.5,1.5569,2.8389,0,0,0,0,0,
341,1.56,2.8399,0,0,0,0,0,
341.5,1.5629,2.8401,0,0,0,0,0,
342,1.5658,2.8405,0,0,0,0,0,
342.5,1.5686,2.8413,0,0,0,0,0,
343,1.5715,2.8418,0,0,0,0,0,
343.5,1.5743,2.8435,0,0,0,0,0,
344,1.5773,2.845,0,0,0,0,0,
344.5,1.5801,2.8471,0,0,0,0,0,
345,1.5833,2.8475,0,0,0,0,0,
345.5,1.5866,2.8487,0,0,0,0,0,
346,1.5899,2.8499,0,0,0,0,0,
346.5,1.593,2.8501,0,0,0,0,0,
347,1.5964,2.8501,0,0,0,0,0,
347.5,1.5995,2.8516,0,0,0,0,0,
348,1.6023,2.8538,0,0,0,0,0,
348.5,1.6054,2.8538,0,0,0,0,0,
349,1.6081,2.8536,0,0,0,0,0,
349.5,1.6108,2.8534,0,0,0,0,0,
350,1.6133,2.8543,0,0,0,0,0,
350.5,1.6167,2.8556,0,0,0,0,0,
351,1.6197,2.8574,0,0,0,0,0,
351.5,1.6228,2.8593,0,0,0,0,0,
352,1.6262,2.8614,0,0,0,0,0,
352.5,1.6291,2.863,0,0,0,0,0,
353,1.6328,2.8636,0,0,0,0,0,
353.5,1.636,2.8638,0,0,0,0,0,
354,1.6386,2.8639,0,0,0,0,0,
354.5,1.641,2.8642,0,0,0,0,0,
355,1.6441,2.8653,0,0,0,0,0,
355.5,1.6473,2.8674,0,0,0,0,0,
356,1.6498,2.8692,0,0,0,0,0,
356.5,1.6529,2.8692,0,0,0,0,0,
357,1.6559,2.8685,0,0,0,0,0,
357.5,1.6588,2.8688,0,0,0,0,0,
358,1.6619,2.8701,0,0,0,0,0,
358.5,1.6657,2.8703,0,0,0,0,0,
359,1.6689,2.8706,0,0,0,0,0,
359.5,1.6723,2.8726,0,0,0,0,0,
360,1.6746,2.8741,0,0,0,0,0,
360.5,1.6773,2.8744,0,0,0,0,0,
361,1.6802,2.8758,0,0,0,0,0,
361.5,1.683,2.8772,0,0,0,0,0,
362,1.686,2.8768,0,0,0,0,0,
362.5,1.689,2.8772,0,0,0,0,0,
363,1.6918,2.8793,0,0,0,0,0,
363.5,1.695,2.882,0,0,0,0,0,
364,1.6981,2.883,0,0,0,0,0,
364.5,1.7018,2.883,0,0,0,0,0,
365,1.7047,2.8836,0,0,0,0,0,
365.5,1.7077,2.8845,0,0,0,0,0,
366,1.7108,2.8836,0,0,0,0,0,
366.5,1.7138,2.8839,0,0,0,0,0,
367,1.7166,2.886,0,0,0,0,0,
367.5,1.7196,2.888,0,0,0,0,0,
368,1.7227,2.8884,0,0,0,0,0,
368.5,1.7252,2.8891,0,0,0,0,0,
369,1.7283,2.8902,0,0,0,0,0,
369.5,1.7315,2.8909,0,0,0,0,0,
370,1.735,2.8918,0,0,0,0,0,
370.5,1.7381,2.8937,0,0,0,0,0,
371,1.7414,2.895,0,0,0,0,0,
371.5,1.744,2.9034,0,0,0,0,0,
372,1.747,2.9079,0,0,0,0,0,
372.5,1.7501,2.9057,0,0,0,0,0,
373,1.7529,2.8987,0,0,0,0,0,
373.5,1.7559,2.899,0,0,0,0,0,
374,1.7589,2.9003,0,0,0,0,0,
374.5,1.7616,2.9019,0,0,0,0,0,
375,1.7647,2.9025,0,0,0,0,0,
375.5,1.7679,2.9033,0,0,0,0,0,
376,1.7714,2.9049,0,0,0,0,0,
376.5,1.7745,2.9055,0,0,0,0,0,
377,1.7773,2.9063,0,0,0,0,0,
377.5,1.7806,2.9078,0,0,0,0,0,
378,1.7836,2.9087,0,0,0,0,0,
378.5,1.7863,2.9101,0,0,0,0,0,
379,1.7891,2.914,0,0,0,0,0,
379.5,1.792,2.9147,0,0,0,0,0,
380,1.795,2.9131,0,0,0,0,0,
380.5,1.7978,2.9117,0,0,0,0,0,
381,1.8008,2.913,0,0,0,0,0,
381.5,1.8039,2.9138,0,0,0,0,0,
382,1.8074,2.9143,0,0,0,0,0,
382.5,1.8105,2.9149,0,0,0,0,0,
383,1.8139,2.9158,0,0,0,0,0,
383.5,1.8167,2.9175,0,0,0,0,0,
384,1.8198,2.9189,0,0,0,0,0,
384.5,1.8227,2.9198,0,0,0,0,0,
385,1.8251,2.9206,0,0,0,0,0,
385.5,1.8283,2.9212,0,0,0,0,0,
386,1.8312,2.9215,0,0,0,0,0,
386.5,1.834,2.9211,0,0,0,0,0,
387,1.8373,2.9216,0,0,0,0,0,
387.5,1.8407,2.9221,0,0,0,0,0,
388,1.8436,2.9227,0,0,0,0,0,
388.5,1.8471,2.9226,0,0,0,0,0,
389,1.8501,2.923,0,0,0,0,0,
389.5,1.8532,2.9242,0,0,0,0,0,
390,1.8557,2.9267,0,0,0,0,0,
390.5,1.8588,2.9288,0,0,0,0,0,
391,1.8616,2.9296,0,0,0,0,0,
391.5,1.8645,2.9307,0,0,0,0,0,
392,1.8674,2.9312,0,0,0,0,0,
392.5,1.8705,2.9312,0,0,0,0,0,
393,1.8739,2.93,0,0,0,0,0,
393.5,1.8768,2.9301,0,0,0,0,0,
394,1.8804,2.9315,0,0,0,0,0,
394.5,1.8835,2.9336,0,0,0,0,0,
395,1.8865,2.9342,0,0,0,0,0,
395.5,1.8899,2.934,0,0,0,0,0,
396,1.8925,2.9348,0,0,0,0,0,
396.5,1.8953,2.9366,0,0,0,0,0,
397,1.8981,2.9379,0,0,0,0,0,
397.5,1.9012,2.9386,0,0,0,0,0,
398,1.904,2.939,0,0,0,0,0,
398.5,1.9071,2.9398,0,0,0,0,0,
399,1.9105,2.9408,0,0,0,0,0,
399.5,1.9132,2.9423,0,0,0,0,0,
400,1.9166,2.9428,0,0,0,0,0,
400.5,1.9201,2.943,0,0,0,0,0,
401,1.9233,2.9448,0,0,0,0,0,
401.5,1.9259,2.9467,0,0,0,0,0,
402,1.9291,2.9465,0,0,0,0,0,
402.5,1.9318,2.9449,0,0,0,0,0,
403,1.9349,2.9455,0,0,0,0,0,
403.5,1.9378,2.9473,0,0,0,0,0,
404,1.9406,2.9489,0,0,0,0,0,
404.5,1.9437,2.9502,0,0,0,0,0,
405,1.9471,2.9508,0,0,0,0,0,
405.5,1.9504,2.9501,0,0,0,0,0,
406,1.9536,2.9503,0,0,0,0,0,
406.5,1.9566,2.9527,0,0,0,0,0,
407,1.9598,2.9542,0,0,0,0,0,
407.5,1.9629,2.9541,0,0,0,0,0,
408,1.9655,2.9554,0,0,0,0,0,
408.5,1.9684,2.9575,0,0,0,0,0,
409,1.9715,2.9575,0,0,0,0,0,
409.5,1.9747,2.9564,0,0,0,0,0,
410,1.9774,2.9572,0,0,0,0,0,
410.5,1.9807,2.9589,0,0,0,0,0,
411,1.984,2.9589,0,0,0,0,0,
411.5,1.9871,2.9588,0,0,0,0,0,
412,1.9906,2.9595,0,0,0,0,0,
412.5,1.9936,2.9602,0,0,0,0,0,
413,1.9968,2.9603,0,0,0,0,0,
413.5,1.9995,2.9605,0,0,0,0,0,
414,2.0025,2.9615,0,0,0,0,0,
414.5,2.0055,2.9625,0,0,0,0,0,
415,2.0085,2.9635,0,0,0,0,0,
415.5,2.0112,2.9653,0,0,0,0,0,
416,2.0146,2.9676,0,0,0,0,0,
416.5,2.0176,2.9684,0,0,0,0,0,
417,2.0209,2.9683,0,0,0,0,0,
417.5,2.0242,2.9692,0,0,0,0,0,
418,2.0277,2.9697,0,0,0,0,0,
418.5,2.031,2.9689,0,0,0,0,0,
419,2.034,2.9683,0,0,0,0,0,
419.5,2.0369,2.9687,0,0,0,0,0,
420,2.0401,2.9703,0,0,0,0,0,
420.5,2.0429,2.9714,0,0,0,0,0,
421,2.0458,2.9715,0,0,0,0,0,
421.5,2.0485,2.9713,0,0,0,0,0,
422,2.0516,2.9719,0,0,0,0,0,
422.5,2.0554,2.9719,0,0,0,0,0,
423,2.0583,2.9726,0,0,0,0,0,
423.5,2.0618,2.9733,0,0,0,0,0,
424,2.0651,2.9735,0,0,0,0,0,
